33.950327,  -83.380366
Cole Madray
Stephanie Petros
Time, Voltage (V), Temp (C), Temp (F) , Raw Percent, Filtered
2015-11-6 16:56:51, 698.24, 19.82, 67.68, 0.02, 0.03
2015-11-6 17:06:51, 698.24, 19.82, 67.68, 0.01, 0.02
2015-11-6 17:16:53, 698.24, 19.82, 67.68, 0.01, 0.02
2015-11-6 17:26:54, 698.24, 19.82, 67.68, 0.10, 0.03
2015-11-6 17:36:54, 703.13, 20.31, 68.56, 0.02, 0.03
2015-11-6 17:46:55, 703.13, 20.31, 68.56, 0.07, 0.03
2015-11-6 17:56:56, 698.24, 19.82, 67.68, 0.02, 0.03
2015-11-6 18:06:57, 698.24, 19.82, 67.68, 0.00, 0.03
2015-11-6 18:16:57, 693.36, 19.34, 66.80, 0.00, 0.03
2015-11-6 18:26:58, 693.36, 19.34, 66.80, 0.01, 0.02
2015-11-6 18:36:58, 693.36, 19.34, 66.80, 0.00, 0.02
2015-11-6 18:46:59, 693.36, 19.34, 66.80, 0.00, 0.02
2015-11-6 18:57:01, 688.48, 18.85, 65.93, 0.05, 0.02
2015-11-6 19:07:02, 683.59, 18.36, 65.05, 0.00, 0.02
2015-11-6 19:17:02, 688.48, 18.85, 65.93, 0.04, 0.02
2015-11-6 19:27:03, 683.59, 18.36, 65.05, 0.05, 0.03
2015-11-6 19:37:04, 678.71, 17.87, 64.17, 0.00, 0.02
2015-11-6 19:47:05, 683.59, 18.36, 65.05, 0.00, 0.02
2015-11-6 19:57:06, 688.48, 18.85, 65.93, 0.05, 0.02
2015-11-6 20:07:07, 683.59, 18.36, 65.05, 0.00, 0.02
2015-11-6 20:17:08, 678.71, 17.87, 64.17, 0.09, 0.03
2015-11-6 20:27:09, 673.83, 17.38, 63.29, 0.00, 0.03
2015-11-6 20:37:10, 678.71, 17.87, 64.17, 0.00, 0.02
2015-11-6 20:47:11, 678.71, 17.87, 64.17, 0.02, 0.02
2015-11-6 20:57:12, 673.83, 17.38, 63.29, 0.00, 0.02
2015-11-6 21:07:12, 678.71, 17.87, 64.17, 0.00, 0.02
2015-11-6 21:17:13, 673.83, 17.38, 63.29, 0.00, 0.02
2015-11-6 21:27:14, 678.71, 17.87, 64.17, 0.00, 0.02
2015-11-6 21:37:15, 673.83, 17.38, 63.29, 0.00, 0.01
2015-11-6 21:47:16, 673.83, 17.38, 63.29, 0.00, 0.01
2015-11-6 21:57:17, 678.71, 17.87, 64.17, 0.00, 0.01
2015-11-6 22:07:17, 673.83, 17.38, 63.29, 0.00, 0.01
